"Cloud Project ""AlefPlus"" (01/06/2024 - 30/06/2024)","Floating IPv4","1 Floating IP
Quantity type: Months
","2024-06-01","2024-06-30","0.0013888889","3.0000000000","0.0042",""
"Cloud Project ""AlefPlus"" (01/06/2024 - 30/06/2024)","Server cx22","6 Servers
Billed hourly
Quantity type: Hours
","2024-06-01","2024-06-30","258.0000000000","0.0052000000","1.3416",""
"Cloud Project ""AlefPlus"" (01/06/2024 - 30/06/2024)","IP","7 IPs
Billed hourly
Quantity type: Hours
","2024-06-01","2024-06-30","259.0000000000","0.0008000000","0.2072",""
